Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.3-192.168.10.12-88-60524-6,192.168.10.12,60524,192.168.10.3,88,6,03/07/2017 09:01:19,1099,9,6,3130.0,3124.0,1565.0,0.0,347.77777777777777,690.100133636014,1562.0,0.0,520.6666666666666,806.6133315701313,5690627.843494086,13648.771610555052,78.5,213.54327610400375,817.0,1.0,1099.0,137.375,311.38260227572124,904.0,1.0,1006.0,201.2,348.2487616632685,817.0,3.0,0,0,0,0,304,208,8189.262966333031,5459.50864422202,0.0,1565.0,390.875,699.218885614512,488907.05,0,0,0,1,0,0,0,0,0.0,416.93333333333334,347.77777777777777,520.6666666666666,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-1071-28858-6,192.168.10.9,1071,192.168.10.50,28858,6,03/07/2017 09:01:26,788673,15,8,20532.0,36.0,2920.0,0.0,1368.8000000000002,1156.5318969105126,6.0,0.0,4.5,2.7774602993176543,26079.24957491889,29.162910357017424,35848.77272727272,125663.54367457036,567989.0,2.0,788673.0,56333.78571428571,155782.48083548498,567989.0,2.0,597723.0,85389.0,213177.69322015537,568199.0,3.0,0,0,0,0,324,184,19.019289363272232,10.14362099374519,0.0,2920.0,857.0000000000002,1126.8186459539818,1269720.2608695652,0,0,0,1,0,0,0,0,0.0,894.2608695652174,1368.8,4.5,324,0,0,0,0,0,0,15,20532,8,36,8192,389,13,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-1071-28858-6,192.168.10.9,1071,192.168.10.50,28858,6,03/07/2017 09:01:27,118,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,101694.91525423728,16949.15254237288,118.0,0.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,8474.57627118644,8474.57627118644,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,389,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-1070-21-6,192.168.10.9,1070,192.168.10.50,21,6,03/07/2017 09:01:25,1905959,18,30,188.0,536.0,43.0,0.0,10.444444444444445,12.631530214330944,52.0,0.0,17.866666666666667,13.900467204585144,379.8612666904168,25.1841723772652,40552.31914893616,131742.2108860143,676414.0,1.0,1905906.0,112112.1176470588,217519.85934475105,679118.0,3.0,1905905.0,65720.8620689655,163730.72141274353,676465.0,1.0,0,0,0,0,408,624,9.44406464147445,15.74010773579075,0.0,52.0,14.775510204081632,13.813135816621632,190.8027210884354,0,0,0,1,0,0,0,0,1.0,15.083333333333334,10.444444444444445,17.866666666666667,408,0,0,0,0,0,0,18,188,30,536,8192,229,14,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-1070-21-6,192.168.10.50,21,192.168.10.9,1070,6,03/07/2017 09:01:27,0,2,0,20.0,0.0,14.0,6.0,10.0,5.656854249492381,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,0.0,0.0,6.0,14.0,11.333333333333334,4.618802153517006,21.333333333333332,0,1,0,0,1,0,0,0,0.0,17.0,10.0,0.0,40,0,0,0,0,0,0,2,20,0,0,229,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-1070-21-6,192.168.10.9,1070,192.168.10.50,21,6,03/07/2017 09:01:27,471,3,0,18.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,38216.56050955414,6369.426751592357,235.5,265.1650429449553,423.0,48.0,471.0,235.5,265.1650429449553,423.0,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,6369.426751592357,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,255,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.12-88-60526-6,192.168.10.12,60526,192.168.10.3,88,6,03/07/2017 09:01:30,1131,9,6,3130.0,3124.0,1565.0,0.0,347.77777777777777,690.100133636014,1562.0,0.0,520.6666666666666,806.6133315701313,5529619.805481874,13262.59946949602,80.78571428571429,222.62116098583556,851.0,1.0,1131.0,141.375,324.16218934354447,940.0,1.0,1043.0,208.6,363.07409712068414,851.0,3.0,0,0,0,0,304,208,7957.559681697612,5305.039787798408,0.0,1565.0,390.875,699.218885614512,488907.05,0,0,0,1,0,0,0,0,0.0,416.93333333333334,347.77777777777777,520.6666666666666,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.12-88-60528-6,192.168.10.12,60528,192.168.10.3,88,6,03/07/2017 09:01:36,1148,9,6,3130.0,3124.0,1565.0,0.0,347.77777777777777,690.100133636014,1562.0,0.0,520.6666666666666,806.6133315701313,5447735.191637631,13066.202090592336,82.00000000000001,219.25117313956824,840.0,0.0,1148.0,143.50000000000003,326.3959033356358,947.0,0.0,1040.0,208.0,357.8945375386442,840.0,3.0,0,0,0,0,304,208,7839.7212543554015,5226.480836236934,0.0,1565.0,390.875,699.218885614512,488907.05,0,0,0,1,0,0,0,0,0.0,416.93333333333334,347.77777777777777,520.6666666666666,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.12-192.168.10.50-50152-37633-6,192.168.10.12,50152,192.168.10.50,37633,6,03/07/2017 09:01:39,156432,13,9,17832.0,0.0,2896.0,0.0,1371.6923076923078,1145.7730566896298,0.0,0.0,0.0,0.0,113992.02209266648,140.63618696941802,7449.142857142859,33584.463776105935,154014.0,1.0,156270.0,13022.500000000002,44403.72383954055,154014.0,1.0,156347.0,19543.375,54454.22027180919,154300.0,1.0,0,0,0,0,432,304,83.10320139101975,57.53298557839829,0.0,2896.0,775.3043478260871,1095.2031955421294,1199470.0395256917,0,0,0,1,0,0,0,0,0.0,810.5454545454545,1371.6923076923076,0.0,432,0,0,0,0,0,0,13,17832,9,0,29200,395,9,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.12-192.168.10.50-50152-37633-6,192.168.10.50,37633,192.168.10.12,50152,6,03/07/2017 09:01:39,33,1,3,0.0,2682.0,0.0,0.0,0.0,0.0,2065.0,0.0,894.0,1060.001415093395,81272727.27272727,121212.1212121212,11.0,15.588457268119896,29.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0,0,0,0,32,96,30303.0303030303,90909.0909090909,0.0,2065.0,536.4,895.3057019811724,801572.2999999999,0,0,0,0,1,1,0,0,3.0,670.5,0.0,894.0,32,0,0,0,0,0,0,1,0,3,2682,395,229,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.12-192.168.10.50-45836-21-6,192.168.10.12,45836,192.168.10.50,21,6,03/07/2017 09:01:39,300285,22,25,176.0,436.0,43.0,0.0,8.0,12.33655041697136,50.0,0.0,17.439999999999994,15.811599117947136,2038.0638393526149,156.51797459080538,6527.934782608695,21767.573263817263,114429.0,0.0,300230.0,14296.666666666666,36224.22068082808,124232.0,1.0,300158.0,12506.583333333334,35680.407334529846,156142.0,0.0,0,0,0,0,720,816,73.2637327871855,83.25424180361989,0.0,50.0,12.750000000000002,14.878944140072717,221.38297872340425,0,0,0,1,0,0,0,0,1.0,13.02127659574468,8.0,17.44,720,0,0,0,0,0,0,22,176,25,436,29200,227,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.12-192.168.10.50-45836-21-6,192.168.10.50,21,192.168.10.12,45836,6,03/07/2017 09:01:39,65,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30769.230769230773,65.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15384.615384615388,15384.615384615388,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,227,229,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-74.125.29.109-1074-465-6,192.168.10.9,1074,74.125.29.109,465,6,03/07/2017 09:01:37,10138696,2,2,6.0,6.0,6.0,0.0,3.0,4.242640687119285,6.0,0.0,3.0,4.242640687119285,1.1835841611189448,0.3945280537063149,3379565.3333333335,5811389.215739584,10089921.0,103.0,48775.0,48775.0,0.0,48775.0,48775.0,10090024.0,10090024.0,0.0,10090024.0,10090024.0,0,0,0,0,52,52,0.1972640268531574,0.1972640268531574,0.0,6.0,2.4,3.286335345030997,10.8,0,0,0,1,0,0,0,0,1.0,3.0,3.0,3.0,52,0,0,0,0,0,0,2,6,2,6,8192,168,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.12-74.125.29.108-40952-465-6,192.168.10.12,40952,74.125.29.108,465,6,03/07/2017 09:01:40,7583844,20,23,1344.0,4520.0,362.0,0.0,67.19999999999999,84.30246297207391,2836.0,0.0,196.5217391304348,596.3012409516471,773.2226559512563,5.669947852302869,180567.7142857143,543922.7298699107,3140621.0,1.0,7534438.0,396549.3684210526,775986.6962009085,3140655.0,189.0,7534949.0,342497.6818181818,727693.7187335254,3140682.0,4.0,0,0,0,0,648,744,2.63718504758273,3.0327628047201394,0.0,2836.0,133.2727272727272,435.4833915951098,189645.7843551798,0,0,0,1,0,0,0,0,1.0,136.3720930232558,67.2,196.5217391304348,648,0,0,0,0,0,0,20,1344,23,4520,29200,175,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.12-74.125.29.108-40952-465-6,192.168.10.12,40952,74.125.29.108,465,6,03/07/2017 09:01:48,3,2,0,37.0,0.0,37.0,0.0,18.5,26.16295090390226,0.0,0.0,0.0,0.0,12333333.333333332,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,666666.6666666666,0.0,0.0,37.0,24.666666666666664,21.36195996001615,456.33333333333337,0,1,0,0,1,0,0,0,0.0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,317,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-1069-22-6,192.168.10.9,1069,192.168.10.50,22,6,03/07/2017 09:01:25,27700563,31,36,2382.0,6954.0,408.0,0.0,76.83870967741936,111.8925367705382,976.0,0.0,193.16666666666669,338.6926546084434,337.03286102885346,2.418723402842029,419705.5,3213118.5027949363,26120799.0,0.0,27700563.0,923352.1,4760986.9801295325,26120799.0,3.0,27652642.0,790075.485714286,4408744.375428125,26121012.0,0.0,0,0,0,0,644,744,1.1191108281806403,1.299612574661389,0.0,976.0,137.29411764705887,263.0213690214093,69180.2405618964,0,0,0,1,0,0,0,0,1.0,139.34328358208955,76.83870967741936,193.16666666666663,644,0,0,0,0,0,0,31,2382,36,6954,8192,245,29,20,857865.0,0.0,857865.0,857865.0,26120799.0,0.0,26120799.0,26120799.0,BENIGN
192.168.10.9-192.168.10.50-1069-22-6,192.168.10.9,1069,192.168.10.50,22,6,03/07/2017 09:01:52,184,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,65217.391304347824,10869.565217391304,184.0,0.0,184.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,5434.782608695652,5434.782608695652,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,245,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.50-91.189.95.15-47004-80-6,192.168.10.50,47004,91.189.95.15,80,6,03/07/2017 09:01:53,189149,3,4,228.0,128.0,228.0,0.0,76.0,131.63586137523467,128.0,0.0,32.0,64.0,1882.1141005239256,37.00786152715584,31524.833333333332,48772.81920257088,94709.0,1.0,94436.0,47218.0,66639.15727258261,94339.0,97.0,94878.0,31626.0,54774.37474768653,94874.0,1.0,0,0,0,0,104,136,15.860512083066787,21.147349444089052,0.0,228.0,44.5,86.62398216264528,7503.714285714287,0,0,0,1,0,0,0,0,1.0,50.857142857142854,76.0,32.0,104,0,0,0,0,0,0,3,228,4,128,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.50-91.189.95.15-47004-80-6,192.168.10.50,47004,91.189.95.15,80,6,03/07/2017 09:01:54,757,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2642.007926023778,757.0,0.0,757.0,757.0,757.0,757.0,0.0,757.0,757.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2642.007926023778,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,237,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-1075-22-6,192.168.10.9,1075,192.168.10.50,22,6,03/07/2017 09:01:52,1536555,35,40,2686.0,6718.0,408.0,0.0,76.74285714285713,105.4269590639842,976.0,0.0,167.95,324.011787534865,6120.184438565493,48.81048839774691,20764.256756756753,116260.74106702452,968108.0,0.0,1536555.0,45192.79411764706,185875.7993879457,1009777.0,2.0,568379.0,14573.820512820514,44004.27518816049,211279.0,0.0,0,0,0,0,724,824,22.77822791894856,26.032260478798353,0.0,976.0,123.73684210526312,248.81223809242468,61907.529824561425,0,0,0,1,0,0,0,0,1.0,125.38666666666668,76.74285714285715,167.95,724,0,0,0,0,0,0,35,2686,40,6718,8192,245,33,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-1075-22-6,192.168.10.9,1075,192.168.10.50,22,6,03/07/2017 09:01:54,150,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,80000.0,13333.333333333334,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,6666.666666666667,6666.666666666667,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,250,245,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-74.125.29.109-1074-465-6,192.168.10.9,1074,74.125.29.109,465,6,03/07/2017 09:01:47,12262603,3,0,148.0,0.0,135.0,6.0,49.33333333333333,74.19119444606169,0.0,0.0,0.0,0.0,12.069215646955218,0.2446462631139571,6131301.5,8669897.762418222,12261845.0,758.0,12262603.0,6131301.5,8669897.762418222,12261845.0,758.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.2446462631139571,0.0,6.0,135.0,38.5,64.33506042586733,4139.0,0,0,0,0,1,0,0,0,0.0,51.333333333333336,49.333333333333336,0.0,60,0,0,0,0,0,0,3,148,0,0,258,-1,2,20,0.0,0.0,0.0,0.0,12261845.0,0.0,12261845.0,12261845.0,BENIGN
172.217.6.227-192.168.10.9-443-1080-6,192.168.10.9,1080,172.217.6.227,443,6,03/07/2017 09:02:09,299762,10,8,549.0,4533.0,192.0,0.0,54.900000000000006,70.8385488275981,1430.0,0.0,566.625,678.3161794367832,16953.44973679119,60.04763779264884,17633.05882352941,43300.60219626078,176395.0,3.0,299762.0,33306.88888888889,56422.77294551476,176574.0,3.0,86195.0,12313.571428571428,20839.702827832763,48204.0,4.0,0,0,0,0,212,172,33.3597987736938,26.68783901895504,0.0,1430.0,267.4736842105263,500.2945097552321,250294.5964912281,0,0,0,1,0,0,0,0,0.0,282.3333333333333,54.9,566.625,212,0,0,0,0,0,0,10,549,8,4533,8192,343,9,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
