Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.3-192.168.10.19-53-3545-17,192.168.10.19,3545,192.168.10.3,53,17,7/7/2017 10:36,226,2,2,74,106.0,37,37,37.0,0.0,53,53,53.0,0.0,796460.177,17699.11504,75.33333333,45.61067127,128.0,49.0,49.0,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,80,80,8849.557522,8849.557522,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37.0,53.0,80,0,0,0,0,0,0,2,74,2,106,-1,-1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.14-53-49672-17,192.168.10.14,49672,192.168.10.3,53,17,7/7/2017 10:36,31447,4,2,184,300.0,46,46,46.0,0.0,150,150,150.0,0.0,15390.97529,190.7972144,6289.4,11498.66037,26511.0,4.0,26519.0,8839.666667,15303.82359,26511.0,4.0,47.0,47.0,0.0,47.0,47.0,0,0,0,0,128,64,127.1981429,63.59907145,46,150,75.71428571,50.74680379,2575.238095,0,0,0,0,0,0,0,0,0,88.33333333,46.0,150.0,128,0,0,0,0,0,0,4,184,2,300,-1,-1,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.5-192.168.10.50-53533-22-6,192.168.10.50,22,192.168.10.5,53533,6,7/7/2017 10:36,61,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,295081.9672,49180.32787,30.5,26.1629509,49.0,12.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,20,40,16393.44262,32786.88525,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,245,250,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-205.174.165.73-3645-8080-6,205.174.165.73,8080,192.168.10.9,3645,6,7/7/2017 10:36,27,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,444444.4444,74074.07407,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,37037.03704,37037.03704,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51685-8080-6,192.168.10.14,51685,205.174.165.73,8080,6,7/7/2017 10:36,87113,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,3914.455937,80.35540046,14518.83333,34599.43893,85142.0,43.0,87113.0,29037.66667,49735.18656,86466.0,43.0,85746.0,42873.0,59777.39307,85142.0,604.0,0,0,0,0,92,72,45.91737169,34.43802877,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.5-205.174.165.73-53534-8080-6,192.168.10.5,53534,205.174.165.73,8080,6,7/7/2017 10:36,90363,4,3,208,134.0,196,0,52.0,96.04165763,128,0,44.66666667,72.23111056,3784.734903,77.46533426,15060.5,35910.48479,88360.0,33.0,90363.0,30121.0,51577.07755,89676.0,33.0,88983.0,44491.5,62039.42766,88360.0,623.0,0,0,0,0,92,72,44.26590529,33.19942897,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52.0,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.5-205.174.165.73-53534-8080-6,205.174.165.73,8080,192.168.10.5,53534,6,7/7/2017 10:36,42,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,285714.2857,47619.04762,42.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,23809.52381,23809.52381,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51685-8080-6,205.174.165.73,8080,192.168.10.14,51685,6,7/7/2017 10:36,48,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.66667,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,20833.33333,20833.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.3-192.168.10.14-53-58789-17,192.168.10.14,58789,192.168.10.3,53,17,7/7/2017 10:36,198,2,2,88,218.0,44,44,44.0,0.0,109,109,109.0,0.0,1545454.545,20202.0202,66.0,109.1192009,192.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,10101.0101,10101.0101,44,109,70.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,87.5,44.0,109.0,64,0,0,0,0,0,0,2,88,2,218,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-205.174.165.73-52716-8080-6,192.168.10.15,52716,205.174.165.73,8080,6,7/7/2017 10:36,88367,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,3858.906605,79.21509161,14727.83333,35117.01075,86408.0,53.0,88367.0,29455.66667,50354.69163,87599.0,53.0,87043.0,43521.5,60650.66994,86408.0,635.0,0,0,0,0,92,72,45.26576663,33.94932497,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52716-8080-6,205.174.165.73,8080,192.168.10.15,52716,6,7/7/2017 10:36,1,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
162.213.33.50-192.168.10.51-443-58833-6,192.168.10.51,58833,162.213.33.50,443,6,7/7/2017 10:36,2896893,9,11,703,3950.0,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,1606.203612,6.903948472,152468.0526,379118.651,1639827.0,2.0,2295108.0,286888.5,591253.1974,1734758.0,192.0,2801527.0,280152.7,500659.3252,1639827.0,2.0,0,0,0,0,296,360,3.106776812,3.797171659,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.19-66.70.172.17-123-123-17,192.168.10.19,123,66.70.172.17,123,17,7/7/2017 10:36,16637,1,1,48,48.0,48,48,48.0,0.0,48,48,48.0,0.0,5770.271083,120.2139809,16637.0,0.0,16637.0,16637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,60.10699044,60.10699044,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.17-192.168.10.50-60509-22-6,192.168.10.17,60509,192.168.10.50,22,6,7/7/2017 10:36,1258250,37,40,2664,6954.0,456,0,72.0,113.5409862,976,0,173.85,323.9984607,7643.94993,61.1961057,16555.92105,114998.9357,999708.0,1.0,1258250.0,34951.38889,167925.3051,999767.0,1.0,258382.0,6625.179487,17917.61814,95074.0,1.0,0,0,0,0,1200,1296,29.40592092,31.79018478,0,976,123.3076923,248.9695286,61985.82617,0,0,0,1,0,0,0,0,1,124.9090909,72.0,173.85,1200,0,0,0,0,0,0,37,2664,40,6954,29200,243,24,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.17-192.168.10.50-60509-22-6,192.168.10.17,60509,192.168.10.50,22,6,7/7/2017 10:36,177,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11299.43503,177.0,0.0,177.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,5649.717514,5649.717514,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.8-205.174.165.73-2843-8080-6,192.168.10.8,2843,205.174.165.73,8080,6,7/7/2017 10:36,88900,4,3,210,134.0,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,3869.51631,78.74015748,14816.66667,35373.65804,87020.0,17.0,88900.0,29633.33333,50854.94621,88355.0,49.0,87558.0,43779.0,61152.00865,87020.0,538.0,0,0,0,0,92,72,44.9943757,33.74578178,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.17-192.168.10.50-60510-22-6,192.168.10.17,60510,192.168.10.50,22,6,7/7/2017 10:36,1252273,41,42,2728,6634.0,456,0,66.53658537,110.1299454,976,0,157.952381,319.1214275,7476.005631,66.2794774,15271.62195,105589.3535,953326.0,0.0,1252273.0,31306.825,158824.8934,997202.0,1.0,298783.0,7287.390244,17211.05724,83148.0,1.0,0,0,0,0,1328,1360,32.74046474,33.53901266,0,976,111.452381,241.6427915,58391.23867,0,0,0,1,0,0,0,0,1,112.7951807,66.53658537,157.952381,1328,0,0,0,0,0,0,41,2728,42,6634,29200,243,24,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
162.213.33.50-192.168.10.51-443-58834-6,192.168.10.51,58834,162.213.33.50,443,6,7/7/2017 10:36,3615348,9,11,703,3950.0,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,1287.013034,5.53197092,190281.4737,384302.8125,1383663.0,4.0,2136606.0,267075.75,407993.4544,1027548.0,179.0,3520108.0,352010.8,485264.1715,1383663.0,4.0,0,0,0,0,296,360,2.489386914,3.042584006,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,254,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.217.10.46-192.168.10.5-443-53511-6,192.168.10.5,53511,172.217.10.46,443,6,7/7/2017 10:36,4558202,5,1,135,46.0,46,6,27.0,20.1246118,46,46,46.0,0.0,39.7086395,1.316308492,911640.4,1989907.208,4471074.0,49.0,4558202.0,1139550.5,2221392.209,4471074.0,49.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,100,20,1.096923743,0.219384749,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,255,360,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-62433-17,192.168.10.3,62433,192.168.10.1,53,17,7/7/2017 10:36,110742,1,1,55,87.0,55,55,55.0,0.0,87,87,87.0,0.0,1282.259667,18.0599953,110742.0,0.0,110742.0,110742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,9.029997652,9.029997652,55,87,65.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,98.5,55.0,87.0,20,0,0,0,0,0,0,1,55,1,87,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.9-53-50062-17,192.168.10.9,50062,192.168.10.3,53,17,7/7/2017 10:36,192,2,2,88,152.0,44,44,44.0,0.0,76,76,76.0,0.0,1250000.0,20833.33333,64.0,71.04224096,142.0,3.0,3.0,3.0,0.0,3.0,3.0,47.0,47.0,0.0,47.0,47.0,0,0,0,0,40,40,10416.66667,10416.66667,44,76,56.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,71.0,44.0,76.0,40,0,0,0,0,0,0,2,88,2,152,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.9-53-60201-17,192.168.10.9,60201,192.168.10.3,53,17,7/7/2017 10:36,111238,2,2,80,290.0,40,40,40.0,0.0,145,145,145.0,0.0,3326.201478,35.9589349,37079.33333,64206.835,111219.0,4.0,4.0,4.0,0.0,4.0,4.0,15.0,15.0,0.0,15.0,15.0,0,0,0,0,40,40,17.97946745,17.97946745,40,145,82.0,57.51086854,3307.5,0,0,0,0,0,0,0,0,1,102.5,40.0,145.0,40,0,0,0,0,0,0,2,80,2,290,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
162.213.33.50-192.168.10.51-443-58833-6,192.168.10.51,58833,162.213.33.50,443,6,7/7/2017 10:36,94871,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.08125771,94871.0,0.0,94871.0,94871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,10.54062885,10.54062885,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.17-192.168.10.50-60509-22-6,192.168.10.50,22,192.168.10.17,60509,6,7/7/2017 10:36,80,1,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37500.0,40.0,12.72792206,49.0,31.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,32,64,12500.0,25000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,243,290,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.17-192.168.10.50-60510-22-6,192.168.10.17,60510,192.168.10.50,22,6,7/7/2017 10:36,203,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9852.216749,203.0,0.0,203.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,4926.108374,4926.108374,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.14-123-123-17,192.168.10.14,123,192.168.10.3,123,17,7/7/2017 10:36,129,2,2,96,96.0,48,48,48.0,0.0,48,48,48.0,0.0,1488372.093,31007.75194,43.0,69.2820323,123.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,15503.87597,15503.87597,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.17-192.168.10.50-60510-22-6,192.168.10.50,22,192.168.10.17,60510,6,7/7/2017 10:36,72,1,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,36.0,18.38477631,49.0,23.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,32,64,13888.88889,27777.77778,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,243,290,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.19-104.97.71.91-52063-80-6,104.97.71.91,80,192.168.10.19,52063,6,7/7/2017 10:36,24,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,83333.33333,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,41666.66667,41666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,939,237,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.8-205.174.165.73-2843-8080-6,205.174.165.73,8080,192.168.10.8,2843,6,7/7/2017 10:36,3,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
